"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33395","Create user, generate token, and rent books","","Sat Jan 11 00:16:48 BRT 2025","passed","Sat Jan 11 00:17:21 BRT 2025","","","",""
